paperId,title
617,A quantum–quantum Metropolis algorithm
618,Analysis of Two-Player Quantum Games in an EPR Setting Using Clifford's Geometric Algebra
619,Establishing Model of Adaptive Control in the Optimal Fishing Strategy Based on Quantum Control Techniques
620,Gaming the Quantum
621,Noise and the magic square game
622,Stability of couples in a quantum dating market
623,Quantum Financial Economics of Games of Strategy and Financial Decisions
624,Quantum Cournot equilibrium for the Hotelling-Smithies model of product choice
625,Optimal counterfeiting attacks and generalizations for Wiesner's quantum money
626,Playing Games with Quantum Mechanics
627,Quantum decision making by social agents
628,Quantum Prisoner's Dilemma game on hypergraph networks
629,Testing product states; quantum Merlin-Arthur games and tensor optimisation
630,Chaos and Nonlinear Dynamics in a Quantum Artificial Economy
631,Quantum State Tomography and Quantum Games
632,Experimental demonstration of quantum gain in a zero-sum game
633,Quantum probabilities in competing lizard communities
634,A new geometrical approach to Nash equilibria organization in Eisert's quantum games
635,Quantum repeated games revisited
636,Quantum duel revisited
637,Quantum computer games: Schrödinger cat and hounds
638,N-player quantum games in an EPR setting
639,Prisoners' dilemma in the presence of collective dephasing
640,Hedging bets with correlated quantum strategies
641,Quantum Parrondo's games using quantum walks
642,Some properties of maximally entangled ELW game
643,A probabilistic approach to the quantum Bayesian games of incomplete information
644,Evolution of quantum and classical strategies on networks by group interactions
645,Evolution of quantum strategies on a small-world network
646,Enhancing pseudo-telepathy in the Magic Square game
647,Revisiting special relativity: A natural algebraic alternative to Minkowski spacetime
648,Distributed Probabilistic and Quantum Strategies
649,An Introduction to Multi-player; Multi-choice Quantum Games: Quantum Minority Games & Kolkata Restaurant Problems
650,A Comment on the Generalization of the Marinatto–Weber Quantum Game Scheme
651,MULTIPARTITE ENTANGLEMENT IN XOR GAMES
652,Three-player quantum Kolkata restaurant problem under decoherence
653,A quantum protocol for sampling correlated equilibria unconditionally and without a mediator
654,Geometrical Exploration of Quantum Games
655,Physical Realization of a Quantum Game
656,Quantum Dating Market
657,Quantum dice
658,Computing the Communication Complexity of Quantum Channels
659,Fine-grained uncertainty relation and biased nonlocal games in bipartite and tripartite systems
660,Playing a quantum game on polarization vortices
661,Noisy relativistic quantum games in noninertial frames
662,Quantum Bayesian implementation
663,Classical rules and quantum strategies in penny flip game
664,Provable Advantage for Quantum Strategies in Random Symmetric XOR Games
665,Competition between quantum correlations in the quantum-memory-assisted entropic uncertainty relation
666,Probabilistic aspects of quantum programming
667,A short impossibility proof of quantum bit commitment
668,Quantum games and quaternionic strategies
669,N-person quantum Russian roulette
670,Opening up three quantum boxes causes classically undetectable wavefunction collapse
671,Quantum Steering as a Quantum Game
672,Photoluminescence study of as-grown vertically standing wurtzite InP nanowire ensembles
673,On symmetric nonlocal games
674,Qunatum Parrondo's games constructed by quantum random walk
675,Disjoint states and quantum games
676,Mini-maximizing two qubit quantum computations
677,Oblivious transfer; the CHSH game; and quantum encodings
678,Sacrificing Free Will is beneficial than allowing Signaling insemi quantum'game
679,The Strategic Form of Quantum Prisoners' Dilemma
680,Quantum walks with memory provided by recycled coins and a memory of the coin-flip history
681,Parrondo's paradox and superactivation of classical and quantum capacity of communication channels with memory
682,The quantum computer game: citizen science
683,Coevolution of quantum and classical strategies on evolving random networks
684,Werner-like States and Strategic Form of Quantum Games
685,Effects of adaptive degrees of trust on coevolution of quantum strategies on scale-free networks
